ensembl_gene_id,external_gene_name,gene_biotype,chromosome_name,start_position,end_position,strand,description
ENSG00000263968,RN7SL381P,misc_RNA,16,85659378,85659675,1,"RNA, 7SL, cytoplasmic 381, pseudogene [Source:HGNC Symbol;Acc:HGNC:46397]"
ENSG00000264397,MIR3180-5,miRNA,16,2135977,2136129,-1,microRNA 3180-5 [Source:HGNC Symbol;Acc:HGNC:38969]
ENSG00000264491,,lncRNA,17,67019934,67021743,-1,novel transcript
ENSG00000264497,,processed_pseudogene,17,32024469,32024583,-1,ADP-ribosylation factor-like 17B (ARL17B) pseudogene
ENSG00000265394,,lncRNA,17,30090366,30117873,-1,"novel transcript, antisense to EFCAB5"
ENSG00000266944,RPL35P10,processed_pseudogene,19,3130717,3131398,1,ribosomal protein L35 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:56997]
ENSG00000268434,,protein_coding,19,45779437,45785973,-1,novel protein
ENSG00000269956,MKNK1-AS1,lncRNA,1,46538611,46570255,1,MKNK1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44129]
ENSG00000270342,,processed_pseudogene,1,106544342,106544744,-1,oocyte expressed protein (OOEP) pseudogene
ENSG00000271042,,processed_pseudogene,6,99082449,99082761,1,diaphanous homolog 2 (Drosophila) (DIAPH2) pseudogene
ENSG00000273773,,unprocessed_pseudogene,X,154620096,154620171,1,"solute carrier family 6 (neurotransmitter transporter), member 8 (SLC6A8) pseudogene"
ENSG00000274997,H2AC12,protein_coding,6,27147106,27147562,1,H2A clustered histone 12 [Source:HGNC Symbol;Acc:HGNC:13671]
ENSG00000275342,PRAG1,protein_coding,8,8317736,8387357,-1,"PEAK1 related, kinase-activating pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:25438]"
ENSG00000277248,U2,snRNA,22,10736171,10736283,-1,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]
ENSG00000280326,,TEC,8,140591684,140593201,1,TEC
ENSG00000282301,CYP3A7-CYP3A51P,protein_coding,7,99684957,99735102,-1,CYP3A7-CYP3A51P readthrough [Source:HGNC Symbol;Acc:HGNC:51504]
ENSG00000283490,MIR518C,miRNA,19,53708735,53708835,1,microRNA 518c [Source:HGNC Symbol;Acc:HGNC:32109]
ENSG00000284062,MIR4469,miRNA,8,42896197,42896275,-1,microRNA 4469 [Source:HGNC Symbol;Acc:HGNC:41556]
ENSG00000284087,MIR6844,miRNA,8,124508515,124508576,-1,microRNA 6844 [Source:HGNC Symbol;Acc:HGNC:50135]
ENSG00000284107,MIR19B2,miRNA,X,134169671,134169766,-1,microRNA 19b-2 [Source:HGNC Symbol;Acc:HGNC:31576]
ENSG00000018625,ATP1A2,protein_coding,1,160115758,160143595,1,ATPase Na+/K+ transporting subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:800]
ENSG00000048649,RSF1,protein_coding,11,77660009,77820869,-1,remodeling and spacing factor 1 [Source:HGNC Symbol;Acc:HGNC:18118]
ENSG00000101856,PGRMC1,protein_coding,X,119236244,119244468,1,progesterone receptor membrane component 1 [Source:HGNC Symbol;Acc:HGNC:16090]
ENSG00000104427,ZC2HC1A,protein_coding,8,78666050,78719765,1,zinc finger C2HC-type containing 1A [Source:HGNC Symbol;Acc:HGNC:24277]
ENSG00000104613,INTS10,protein_coding,8,19817339,19853282,1,integrator complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:25548]
ENSG00000113327,GABRG2,protein_coding,5,162000057,162162977,1,gamma-aminobutyric acid type A receptor subunit gamma2 [Source:HGNC Symbol;Acc:HGNC:4087]
ENSG00000115232,ITGA4,protein_coding,2,181457202,181538940,1,integrin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6140]
ENSG00000116117,PARD3B,protein_coding,2,204545475,205620162,1,par-3 family cell polarity regulator beta [Source:HGNC Symbol;Acc:HGNC:14446]
ENSG00000117091,CD48,protein_coding,1,160678746,160711831,-1,CD48 molecule [Source:HGNC Symbol;Acc:HGNC:1683]
ENSG00000119986,AVPI1,protein_coding,10,97677422,97687561,-1,arginine vasopressin induced 1 [Source:HGNC Symbol;Acc:HGNC:30898]
ENSG00000122481,RWDD3,protein_coding,1,95234189,95247685,1,RWD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21393]
ENSG00000131791,PRKAB2,protein_coding,1,147155106,147173716,-1,protein kinase AMP-activated non-catalytic subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:9379]
ENSG00000133026,MYH10,protein_coding,17,8474205,8632303,-1,myosin heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:7568]
ENSG00000135821,GLUL,protein_coding,1,182378098,182392206,-1,glutamate-ammonia ligase [Source:HGNC Symbol;Acc:HGNC:4341]
ENSG00000136206,SPDYE1,protein_coding,7,43997897,44010124,1,speedy/RINGO cell cycle regulator family member E1 [Source:HGNC Symbol;Acc:HGNC:16408]
ENSG00000138821,SLC39A8,protein_coding,4,102251080,102431258,-1,solute carrier family 39 member 8 [Source:HGNC Symbol;Acc:HGNC:20862]
ENSG00000144671,SLC22A14,protein_coding,3,38282294,38318575,1,solute carrier family 22 member 14 [Source:HGNC Symbol;Acc:HGNC:8495]
ENSG00000149428,HYOU1,protein_coding,11,119044185,119057252,-1,hypoxia up-regulated 1 [Source:HGNC Symbol;Acc:HGNC:16931]
ENSG00000159164,SV2A,protein_coding,1,149903318,149918572,-1,synaptic vesicle glycoprotein 2A [Source:HGNC Symbol;Acc:HGNC:20566]
ENSG00000164180,TMEM161B,protein_coding,5,88185575,88269476,-1,transmembrane protein 161B [Source:HGNC Symbol;Acc:HGNC:28483]
ENSG00000164338,UTP15,protein_coding,5,73565443,73583380,1,UTP15 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:25758]
ENSG00000164418,GRIK2,protein_coding,6,100962701,102081622,1,glutamate ionotropic receptor kainate type subunit 2 [Source:HGNC Symbol;Acc:HGNC:4580]
ENSG00000167523,SPATA33,protein_coding,16,89657740,89671272,1,spermatogenesis associated 33 [Source:HGNC Symbol;Acc:HGNC:26463]
ENSG00000168275,COA6,protein_coding,1,234373456,234385080,1,cytochrome c oxidase assembly factor 6 [Source:HGNC Symbol;Acc:HGNC:18025]
ENSG00000171135,JAGN1,protein_coding,3,9890574,9894349,1,jagunal homolog 1 [Source:HGNC Symbol;Acc:HGNC:26926]
ENSG00000171227,TMEM37,protein_coding,2,119429901,119438504,1,transmembrane protein 37 [Source:HGNC Symbol;Acc:HGNC:18216]
ENSG00000185290,NUPR2,protein_coding,7,56114681,56116417,-1,"nuclear protein 2, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:44164]"
ENSG00000186479,RGS7BP,protein_coding,5,64506015,64612319,1,regulator of G protein signaling 7 binding protein [Source:HGNC Symbol;Acc:HGNC:23271]
ENSG00000187268,FAM9C,protein_coding,X,13035617,13044682,-1,family with sequence similarity 9 member C [Source:HGNC Symbol;Acc:HGNC:18405]
ENSG00000197322,TMEM132E-DT,lncRNA,17,34502380,34579403,-1,TMEM132E divergent transcript [Source:HGNC Symbol;Acc:HGNC:34412]
ENSG00000199179,MIRLET7I,miRNA,12,62603686,62603769,1,microRNA let-7i [Source:HGNC Symbol;Acc:HGNC:31486]
ENSG00000199960,SNORD115-14,snoRNA,15,25194921,25195001,1,"small nucleolar RNA, C/D box 115-14 [Source:HGNC Symbol;Acc:HGNC:33033]"
ENSG00000202569,MIR146B,miRNA,10,102436512,102436584,1,microRNA 146b [Source:HGNC Symbol;Acc:HGNC:32079]
ENSG00000205181,LINC00654,lncRNA,20,5481788,5526741,-1,long intergenic non-protein coding RNA 654 [Source:HGNC Symbol;Acc:HGNC:27154]
ENSG00000205414,NKD1-AS1,lncRNA,16,50606076,50613684,-1,NKD1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58215]
ENSG00000206886,SNORA70,snoRNA,6,81764024,81764156,1,Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]
ENSG00000215003,RPL15P20,processed_pseudogene,16,15931697,15932294,-1,ribosomal protein L15 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:36130]
ENSG00000215966,MIR876,miRNA,9,28863626,28863706,-1,microRNA 876 [Source:HGNC Symbol;Acc:HGNC:33653]
ENSG00000221369,MIR548G,miRNA,4,147344629,147344717,-1,microRNA 548g [Source:HGNC Symbol;Acc:HGNC:35326]
ENSG00000221420,SNORA81,snoRNA,3,186786675,186786852,1,"small nucleolar RNA, H/ACA box 81 [Source:HGNC Symbol;Acc:HGNC:32667]"
ENSG00000221628,MIR1302-4,miRNA,2,207269275,207269424,-1,microRNA 1302-4 [Source:HGNC Symbol;Acc:HGNC:35296]
ENSG00000222054,RNA5SP177,rRNA_pseudogene,5,9760907,9761013,1,"RNA, 5S ribosomal pseudogene 177 [Source:HGNC Symbol;Acc:HGNC:43077]"
ENSG00000222744,RN7SKP166,misc_RNA,12,66292683,66292987,1,RN7SK pseudogene 166 [Source:HGNC Symbol;Acc:HGNC:45890]
ENSG00000223007,RN7SKP73,misc_RNA,5,5126046,5126337,1,RN7SK pseudogene 73 [Source:HGNC Symbol;Acc:HGNC:45797]
ENSG00000223076,RNA5SP31,rRNA_pseudogene,13,60613608,60613734,1,"RNA, 5S ribosomal pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:42607]"
ENSG00000224810,,lncRNA,1,182062677,182069253,-1,novel transcript (LOC149157)
ENSG00000225016,LINC00328-2P,processed_pseudogene,13,18809830,18810048,1,"long intergenic non-protein coding RNA 328-2, pseudogene [Source:HGNC Symbol;Acc:HGNC:42027]"
ENSG00000225972,MTND1P23,unprocessed_pseudogene,1,629062,629433,1,MT-ND1 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:42092]
ENSG00000227431,CSE1L-DT,lncRNA,20,49017207,49046185,-1,CSE1L divergent transcript [Source:HGNC Symbol;Acc:HGNC:51232]
ENSG00000229720,,lncRNA,6,169034197,169035642,-1,novel transcript
ENSG00000230423,,lncRNA,6,170612424,170745923,1,novel transcript
ENSG00000230601,TEX48,protein_coding,9,114666434,114682192,-1,testis expressed 48 [Source:HGNC Symbol;Acc:HGNC:52393]
ENSG00000231688,RPL21P43,processed_pseudogene,3,168858659,168859130,-1,ribosomal protein L21 pseudogene 43 [Source:HGNC Symbol;Acc:HGNC:36008]
ENSG00000232490,OSBPL10-AS1,lncRNA,3,31703986,31721652,1,OSBPL10 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40767]
ENSG00000233416,RPS25P3,processed_pseudogene,2,20606280,20606654,-1,ribosomal protein S25 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:36073]
ENSG00000234093,RPS15AP11,processed_pseudogene,1,44780331,44780715,-1,ribosomal protein S15a pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:36707]
ENSG00000234263,MAP3K5-AS1,lncRNA,6,136629066,136648198,1,MAP3K5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40358]
ENSG00000235488,JARID2-AS1,lncRNA,6,15247815,15248634,-1,JARID2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40314]
ENSG00000236676,,lncRNA,1,81585941,81625713,-1,novel transcript
ENSG00000237279,H3P2,processed_pseudogene,1,52943536,52943930,-1,H3 histone pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43795]
ENSG00000239075,RNU6-274P,snRNA,7,89754620,89754726,-1,"RNA, U6 small nuclear 274, pseudogene [Source:HGNC Symbol;Acc:HGNC:47237]"
ENSG00000239861,RPL21P96,processed_pseudogene,11,103045237,103045712,1,ribosomal protein L21 pseudogene 96 [Source:HGNC Symbol;Acc:HGNC:36790]
ENSG00000240024,SNHG33,transcribed_unprocessed_pseudogene,3,183451741,183455335,1,small nucleolar RNA host gene 33 [Source:HGNC Symbol;Acc:HGNC:48575]
ENSG00000241011,,processed_pseudogene,4,188106558,188106914,1,Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (FAU) pseudogene
ENSG00000243979,,processed_pseudogene,8,94891239,94892107,1,ribosomal protein L17 (RPL17) pseudogene
ENSG00000249282,,processed_pseudogene,5,17601882,17602134,-1,TAF11-like protein pseudogene
ENSG00000251891,RNU7-79P,snRNA,15,85389823,85389884,-1,"RNA, U7 small nuclear 79 pseudogene [Source:HGNC Symbol;Acc:HGNC:34175]"
ENSG00000251987,SNORD63,snoRNA,3,53530322,53530401,-1,Small nucleolar RNA SNORD63 [Source:RFAM;Acc:RF00154]
ENSG00000253634,,lncRNA,8,92460539,92655583,-1,novel transcript
ENSG00000254285,KRT8P3,processed_pseudogene,8,61578220,61579668,1,keratin 8 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:31056]
ENSG00000260357,DNM1P34,transcribed_unprocessed_pseudogene,15,75301642,75302664,-1,dynamin 1 pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:35181]
ENSG00000261356,,processed_pseudogene,16,46571537,46572136,1,"RAB31, member RAS oncogene family (RAB31) pseudogene"
ENSG00000263909,MIR5000,miRNA,2,75090812,75090914,1,microRNA 5000 [Source:HGNC Symbol;Acc:HGNC:43464]
ENSG00000265287,,lncRNA,17,28607963,28609730,1,"novel transcript, antisense to novel protein"
ENSG00000265984,GREB1L-DT,lncRNA,18,21140441,21242796,-1,GREB1L divergent transcript [Source:HGNC Symbol;Acc:HGNC:55323]
ENSG00000266101,,lncRNA,17,39170593,39184382,1,"novel transcript, antisense to CACNB1"
ENSG00000267322,SNHG22,lncRNA,18,49813944,49851059,1,small nucleolar RNA host gene 22 [Source:HGNC Symbol;Acc:HGNC:50285]
ENSG00000267561,,protein_coding,1,86993009,87169204,1,novel protein
ENSG00000268184,,lncRNA,19,21768772,21793860,-1,novel transcript
ENSG00000268480,NFILZ,protein_coding,19,8630633,8681151,1,NFIL3 like basic leucine zipper [Source:HGNC Symbol;Acc:HGNC:52681]
ENSG00000269420,PLA2G4C-AS1,lncRNA,19,48061371,48064945,1,PLA2G4C antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51585]
ENSG00000270449,,processed_pseudogene,11,104682383,104682581,-1,"nucleophosmin (nucleolar phosphoprotein B23, numatrin), pseudogene"
ENSG00000271182,CPSF6P1,processed_pseudogene,19,21634833,21635175,-1,CPSF6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:57009]
ENSG00000271185,,lncRNA,7,10940423,10940735,1,novel transcript
ENSG00000271440,COX8CP1,processed_pseudogene,6,28633381,28633594,-1,COX8C pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56920]
ENSG00000273474,,lncRNA,10,13675646,13675990,1,"novel transcript, antisense to FRMD4A"
ENSG00000276039,,processed_pseudogene,9,66962271,66962348,1,developmental pluripotency associated 3 (DPPA3) pseudogene
ENSG00000277146,,transcribed_processed_pseudogene,Y,26453982,26454092,1,"striatin, calmodulin binding protein 4 (STRN4) pseudogene"
ENSG00000278901,,lncRNA,5,140878073,140882642,-1,"novel transcript, antisense to PCDHA13"
ENSG00000279821,,TEC,5,177476631,177479656,-1,TEC
ENSG00000281196,LINC00934,lncRNA,12,119260740,119303380,-1,long intergenic non-protein coding RNA 934 [Source:HGNC Symbol;Acc:HGNC:27059]
ENSG00000283787,PRR33,protein_coding,11,1888078,1891895,-1,proline rich 33 [Source:HGNC Symbol;Acc:HGNC:35118]
ENSG00000009307,CSDE1,protein_coding,1,114716913,114758704,-1,cold shock domain containing E1 [Source:HGNC Symbol;Acc:HGNC:29905]
ENSG00000101421,CHMP4B,protein_coding,20,33811345,33854366,1,charged multivesicular body protein 4B [Source:HGNC Symbol;Acc:HGNC:16171]
ENSG00000101928,MOSPD1,protein_coding,X,134887613,134915470,-1,motile sperm domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25235]
ENSG00000105647,PIK3R2,protein_coding,19,18153160,18170541,1,phosphoinositide-3-kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:8980]
ENSG00000111335,OAS2,protein_coding,12,112978395,113011723,1,2'-5'-oligoadenylate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:8087]
ENSG00000111666,CHPT1,protein_coding,12,101696947,101744140,1,choline phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:17852]
ENSG00000113194,FAF2,protein_coding,5,176447628,176510075,1,Fas associated factor family member 2 [Source:HGNC Symbol;Acc:HGNC:24666]
ENSG00000117682,DHDDS,protein_coding,1,26432282,26471322,1,dehydrodolichyl diphosphate synthase subunit [Source:HGNC Symbol;Acc:HGNC:20603]
ENSG00000118579,MED28,protein_coding,4,17614641,17634105,1,mediator complex subunit 28 [Source:HGNC Symbol;Acc:HGNC:24628]
ENSG00000119640,ACYP1,protein_coding,14,75053221,75069483,-1,acylphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:179]
ENSG00000120322,PCDHB8,protein_coding,5,141177790,141182369,1,protocadherin beta 8 [Source:HGNC Symbol;Acc:HGNC:8693]
ENSG00000121351,IAPP,protein_coding,12,21354959,21379980,1,islet amyloid polypeptide [Source:HGNC Symbol;Acc:HGNC:5329]
ENSG00000124713,GNMT,protein_coding,6,42960690,42963883,1,glycine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:4415]
ENSG00000125166,GOT2,protein_coding,16,58707130,58734361,-1,glutamic-oxaloacetic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4433]
ENSG00000125355,TMEM255A,protein_coding,X,120258650,120311556,-1,transmembrane protein 255A [Source:HGNC Symbol;Acc:HGNC:26086]
ENSG00000125835,SNRPB,protein_coding,20,2461634,2470884,-1,small nuclear ribonucleoprotein polypeptides B and B1 [Source:HGNC Symbol;Acc:HGNC:11153]
ENSG00000130234,ACE2,protein_coding,X,15494566,15607236,-1,angiotensin converting enzyme 2 [Source:HGNC Symbol;Acc:HGNC:13557]
ENSG00000139329,LUM,protein_coding,12,91102629,91111512,-1,lumican [Source:HGNC Symbol;Acc:HGNC:6724]
ENSG00000148346,LCN2,protein_coding,9,128149071,128153453,1,lipocalin 2 [Source:HGNC Symbol;Acc:HGNC:6526]
ENSG00000154930,ACSS1,protein_coding,20,25006230,25058980,-1,acyl-CoA synthetase short chain family member 1 [Source:HGNC Symbol;Acc:HGNC:16091]
ENSG00000159110,IFNAR2,protein_coding,21,33205282,33265675,1,interferon alpha and beta receptor subunit 2 [Source:HGNC Symbol;Acc:HGNC:5433]
ENSG00000163319,MRPS18C,protein_coding,4,83455932,83470428,1,mitochondrial ribosomal protein S18C [Source:HGNC Symbol;Acc:HGNC:16633]
ENSG00000164344,KLKB1,protein_coding,4,186225424,186258476,1,kallikrein B1 [Source:HGNC Symbol;Acc:HGNC:6371]
ENSG00000166897,ELFN2,protein_coding,22,37367960,37427479,-1,extracellular leucine rich repeat and fibronectin type III domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29396]
ENSG00000168016,TRANK1,protein_coding,3,36826817,36945057,-1,tetratricopeptide repeat and ankyrin repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:29011]
ENSG00000168594,ADAM29,protein_coding,4,174829668,174978180,1,ADAM metallopeptidase domain 29 [Source:HGNC Symbol;Acc:HGNC:207]
ENSG00000169884,WNT10B,protein_coding,12,48965340,48971735,-1,Wnt family member 10B [Source:HGNC Symbol;Acc:HGNC:12775]
ENSG00000170775,GPR37,protein_coding,7,124743885,124765792,-1,G protein-coupled receptor 37 [Source:HGNC Symbol;Acc:HGNC:4494]
ENSG00000175785,PRIMA1,protein_coding,14,93718298,93788994,-1,proline rich membrane anchor 1 [Source:HGNC Symbol;Acc:HGNC:18319]
ENSG00000177354,C10orf71,protein_coding,10,49299165,49327492,1,chromosome 10 open reading frame 71 [Source:HGNC Symbol;Acc:HGNC:26973]
ENSG00000177728,TMEM94,protein_coding,17,75441159,75500452,1,transmembrane protein 94 [Source:HGNC Symbol;Acc:HGNC:28983]
ENSG00000178752,ERFE,protein_coding,2,238158970,238168900,1,erythroferrone [Source:HGNC Symbol;Acc:HGNC:26727]
ENSG00000181143,MUC16,protein_coding,19,8848844,9010390,-1,"mucin 16, cell surface associated [Source:HGNC Symbol;Acc:HGNC:15582]"
ENSG00000182652,OR4Q3,protein_coding,14,19743571,19749469,1,olfactory receptor family 4 subfamily Q member 3 [Source:HGNC Symbol;Acc:HGNC:15426]
ENSG00000184669,OR7E14P,transcribed_unprocessed_pseudogene,11,17052025,17053024,1,olfactory receptor family 7 subfamily E member 14 pseudogene [Source:HGNC Symbol;Acc:HGNC:8385]
ENSG00000186081,KRT5,protein_coding,12,52514575,52520530,-1,keratin 5 [Source:HGNC Symbol;Acc:HGNC:6442]
ENSG00000196611,MMP1,protein_coding,11,102789401,102798160,-1,matrix metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:7155]
ENSG00000200446,RNU6-1085P,snRNA,7,35930158,35930264,-1,"RNA, U6 small nuclear 1085, pseudogene [Source:HGNC Symbol;Acc:HGNC:48048]"
ENSG00000202224,Y_RNA,misc_RNA,18,2621090,2621201,1,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000205562,FLRT2-AS1,lncRNA,14,85493931,85531660,-1,FLRT2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55912]
ENSG00000205636,LINC00583,lncRNA,9,13927971,13945610,1,long intergenic non-protein coding RNA 583 [Source:HGNC Symbol;Acc:HGNC:31437]
ENSG00000218052,ADAMTS7P4,transcribed_unprocessed_pseudogene,15,85255369,85270892,-1,ADAMTS7 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:49410]
ENSG00000220913,,unprocessed_pseudogene,6,160898549,160913638,1,pseudogene similar to lipoproteins (contains kringle domains)
ENSG00000222698,Y_RNA,misc_RNA,22,41045497,41045591,1,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000223597,LINC02142,lncRNA,5,7289644,7391907,1,long intergenic non-protein coding RNA 2142 [Source:HGNC Symbol;Acc:HGNC:53002]
ENSG00000225506,CYP4A22-AS1,lncRNA,1,47096653,47181087,-1,CYP4A22 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43715]
ENSG00000226564,FTH1P20,processed_pseudogene,2,180872867,180873414,-1,ferritin heavy chain 1 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:37639]
ENSG00000226873,CDY14P,unprocessed_pseudogene,Y,23674379,23675392,1,chromodomain Y-linked 14 pseudogene [Source:HGNC Symbol;Acc:HGNC:23858]
ENSG00000227712,,lncRNA,1,119160535,119379295,-1,novel transcript
ENSG00000228365,,lncRNA,6,2916726,2941421,1,novel transcript
ENSG00000228863,,lncRNA,1,160647034,160699761,1,"novel transcript, antisense to CD48"
ENSG00000230142,LINC01075,lncRNA,13,62212307,62249947,1,long intergenic non-protein coding RNA 1075 [Source:HGNC Symbol;Acc:HGNC:49118]
ENSG00000231264,ARAFP1,processed_pseudogene,7,63937905,63938509,-1,ARAF pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50824]
ENSG00000231322,RPL13AP17,transcribed_processed_pseudogene,7,78358292,78358872,1,ribosomal protein L13a pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:36167]
ENSG00000232079,LINC01697,lncRNA,21,28048404,28137611,1,long intergenic non-protein coding RNA 1697 [Source:HGNC Symbol;Acc:HGNC:52485]
ENSG00000232208,,transcribed_processed_pseudogene,1,8907393,8907744,-1,zinc finger protein 271 (ZNF) pseudogene
ENSG00000232879,GLRX5P2,processed_pseudogene,1,161034834,161035006,1,GLR5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:55063]
ENSG00000233018,,processed_pseudogene,1,235097187,235097412,-1,pseudogene similar to part of ribosomal protein L32 (RPL32)
ENSG00000233409,FANK1-AS1,lncRNA,10,125972188,125973126,-1,FANK1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43915]
ENSG00000234181,PIGO-AS1,lncRNA,9,35096313,35098141,1,PIGO antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55692]
ENSG00000235808,MYL6P2,processed_pseudogene,21,39488327,39488760,1,MYL6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23772]
ENSG00000235992,GRAMD4P2,transcribed_processed_pseudogene,22,15749156,15750825,-1,GRAM domain containing 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39654]
ENSG00000236383,CCDC200,protein_coding,17,43216941,43305397,-1,coiled-coil domain containing 200 [Source:HGNC Symbol;Acc:HGNC:43658]
